name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Chickaros West Bromwich,"3B, Astle Park, High St, West Bromwich",0121 553 5353,http://www.chickaros.co.uk/,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 – 11:00 PM
Akash Balti Restaurant,"385 High St, West Bromwich",0121 525 1500,http://www.akash-balti.com/,meal_delivery,Monday: 5:30 – 11:15 PM,Tuesday: Closed,Wednesday: 5:30 – 11:15 PM,Thursday: 5:30 – 11:15 PM,Friday: 5:30 – 11:55 PM,Saturday: 5:30 – 11:55 PM,Sunday: 5:30 – 11:15 PM
Orvilles Restaurant,"Unit 37, Kings Square, Sandwell Centre, West Bromwich",0121 537 1768,https://orvillesrestaurantatkingssquare.co.uk/order-now,restaurant,Monday: 7:00 AM – 9:00 PM,Tuesday: 7:00 AM – 9:00 PM,Wednesday: 7:00 AM – 9:00 PM,Thursday: 7:00 AM – 9:00 PM,Friday: 7:00 AM – 10:00 PM,Saturday: 7:00 AM – 10:00 PM,Sunday: 7:00 AM – 10:00 PM
Nando's West Bromwich,"Unit 5A, New Square, Walsall St, West Bromwich",0121 553 4569,https://www.nandos.co.uk/restaurants/west-bromwich?utm_campaign=websitecta_NA&utm_content=Multi-Chan_GB_NA_NA_NA_all_NA_NA_west-bromwich&utm_medium=mybusiness&utm_source=google&utm_term=Local,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
Red Leaf Global Buffet,"28-32 High St, West Bromwich",0121 289 2121,http://redleafglobalbuffet.co.uk/,restaurant,Monday: 5:00 – 10:30 PM,Tuesday: Closed,Wednesday: 5:00 – 10:30 PM,Thursday: 5:00 – 10:30 PM,Friday: 5:00 – 11:00 PM,"Saturday: 12:00 – 2:30 PM, 5:00 – 11:00 PM",Sunday: 12:00 – 10:00 PM
The Vine,"152 Roebuck St, West Bromwich",0121 553 2866,http://www.thevine.co.uk/,bar,Monday: 4:00 – 10:00 PM,Tuesday: 4:00 – 10:00 PM,"Wednesday: 12:00 – 2:00 PM, 4:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 4:00 – 10:00 PM",Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 9:30 PM
The Cricketers Arms Steakhouse & Grill,"43 Trinity Way, West Bromwich",0121 448 0906,https://thecricketersarms.pub/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Indian SmokeHouse Bar & Grill,"27 Reform St, West Bromwich",0121 408 7878,http://theindiansmokehouse.co.uk/,bar,Monday: 2:00 – 10:00 PM,Tuesday: 2:00 – 10:00 PM,Wednesday: 2:00 – 10:00 PM,Thursday: 2:00 – 10:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Sagar Restaurant Sweet Centre,"Thynne St, West Bromwich",0121 553 7258,Not Available,restaurant,Monday: 10:00 AM – 8:30 PM,Tuesday: 10:00 AM – 8:30 PM,Wednesday: 10:00 AM – 8:30 PM,Thursday: 10:00 AM – 8:30 PM,Friday: 10:00 AM – 8:30 PM,Saturday: 10:00 AM – 8:30 PM,Sunday: 10:00 AM – 8:30 PM
Cardamom Restaurant,"High St, West Bromwich",0121 580 0303,Not Available,restaurant,Monday: 5:00 – 10:30 PM,Tuesday: 5:00 – 10:30 PM,Wednesday: 5:00 – 10:30 PM,Thursday: 5:00 – 10:30 PM,Friday: 5:00 – 10:30 PM,Saturday: 5:00 – 10:30 PM,Sunday: 5:00 – 10:30 PM
Onyx Bar and Restaurant,"3a Astle Retail Park, High St, West Bromwich",0121 553 0397,http://www.onyxbarandrestaurant.co.uk/,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
The Great Lion,"43 High St, West Bromwich",0121 601 6538,https://thegreatlion.bytable.net/,bar,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:00 PM
Taste of Punjab,"111 High St, West Bromwich",0121 553 2037,https://tasteofpunjabtakeaway.com/,restaurant,Monday: 10:00 AM – 9:00 PM,Tuesday: 10:00 AM – 9:00 PM,Wednesday: 10:00 AM – 9:00 PM,Thursday: 10:00 AM – 9:00 PM,Friday: 10:00 AM – 9:00 PM,Saturday: 10:00 AM – 9:00 PM,Sunday: 10:00 AM – 9:00 PM
The Royal Castle Bar and Restaurant,"140 Sams Ln, West Bromwich",0121 238 6441,http://theroyalcastle.co.uk/,bar,Monday: 2:00 – 10:30 PM,Tuesday: 2:00 – 10:30 PM,Wednesday: 2:00 – 10:30 PM,Thursday: 2:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:30 PM
The Soho Oak,"Oak Ln, West Bromwich",0121 553 1119,Not Available,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Royal Oak,"171 Holyhead Rd, Birmingham",0121 448 3270,https://www.theroyaloakbham.co.uk/,bar,Monday: 12:00 – 9:30 PM,Tuesday: 12:00 – 9:30 PM,Wednesday: 12:00 – 9:30 PM,Thursday: 12:00 – 9:30 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 9:30 PM
The Clock House,"361 High St, West Bromwich",0121 679 3728,Not Available,bar,Monday: Closed,Tuesday: 4:00 – 9:30 PM,Wednesday: 4:00 – 9:30 PM,Thursday: 4:00 – 9:30 PM,Friday: 4:00 – 9:30 PM,Saturday: 4:00 – 9:30 PM,Sunday: 4:00 – 9:30 PM
Yesmar Restaurants Ltd,"244-246 High St, Sandwell Centre, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
King's Kitchen,"127 High St, West Bromwich",0121 448 8848,https://kingskitchen.myfoodhub.co.uk/eB4W,meal_takeaway,Monday: 10:00 AM – 10:00 PM,Tuesday: 10:00 AM – 10:00 PM,Wednesday: 10:00 AM – 10:00 PM,Thursday: 10:00 AM – 10:00 PM,Friday: 10:00 AM – 10:00 PM,Saturday: 10:00 AM – 10:00 PM,Sunday: 10:00 AM – 10:00 PM
Big Bite,"257-259 High St, Sandwell Centre, West Bromwich",0121 525 3083,http://bigbitewestbromwich.com/ltyq,restaurant,Monday: 12:00 – 9:45 PM,Tuesday: 12:00 – 9:45 PM,Wednesday: 12:00 – 9:45 PM,Thursday: 12:00 – 9:45 PM,Friday: 12:00 – 9:45 PM,Saturday: 12:00 – 9:45 PM,Sunday: 12:00 – 9:45 PM
Khwaish,"111 High St, West Bromwich",0121 553 2037,https://khwaish.co.uk/order-now,restaurant,Monday: 3:00 – 8:00 PM,Tuesday: 10:00 AM – 8:00 PM,Wednesday: 10:00 AM – 8:00 PM,Thursday: 10:00 AM – 8:00 PM,Friday: 10:00 AM – 8:00 PM,Saturday: 10:00 AM – 8:00 PM,Sunday: 10:00 AM – 8:00 PM
Sunday lunches,"Vale St, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kadayappan,"65 Birmingham Rd, West Bromwich",07948 825647,https://kadayappan.com/f9vQ,meal_takeaway,Monday: Closed,Tuesday: 10:00 AM – 8:00 PM,Wednesday: 10:00 AM – 8:00 PM,Thursday: 10:00 AM – 8:00 PM,Friday: 10:00 AM – 8:00 PM,Saturday: 10:00 AM – 8:00 PM,Sunday: 10:00 AM – 6:00 PM
The Merry Go Round,"32 Garratt St, West Bromwich",0121 553 4696,Not Available,bar,Monday: 3:00 – 11:00 PM,Tuesday: 3:00 – 11:00 PM,Wednesday: 3:00 – 11:00 PM,Thursday: 3:00 – 11:00 PM,Friday: 3:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
The Sportsman Club,"13 High St, West Bromwich",0121 553 1353,https://www.sportsmanbarandrestaurant.co.uk/,bar,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 12:00 AM,Saturday: 12:00 PM – 12:00 AM,Sunday: 12:00 PM – 12:00 AM
The island inn,"2 Kenrick Way, West Bromwich",0121 553 4243,https://www.islandinnwestbromwich.co.uk/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 10:00 PM
Big John's,"Unit 1 Carter's Grn, Dudley St, West Bromwich",0121 525 0677,http://www.mybigjohns.com/,restaurant,Monday: 11:00 AM – 1:00 AM,Tuesday: 11:00 AM – 1:00 AM,Wednesday: 11:00 AM – 1:00 AM,Thursday: 11:00 AM – 1:00 AM,Friday: 11:00 AM – 2:00 AM,Saturday: 11:00 AM – 2:00 AM,Sunday: 11:00 AM – 1:00 AM
Mr Singh's Pizza,"15b, 15 New St, West Bromwich",0121 525 7466,http://www.mrsinghspizza.co.uk/,meal_delivery,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Biryani West Bromwich,"1 New St, Cronehills Linkway, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
A Place to Taste,"33 Victoria St, West Bromwich",0121 408 6235,https://www.facebook.com/profile.php?id=100087735043313,restaurant,Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: 9:00 AM – 10:00 PM
Yesmar Restaurants Ltd,"152 Holyhead Rd, West Bromwich, Birmingham",Not Available,https://find-and-update.company-information.service.gov.uk/company/03988114,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
The New Flower Pot Bar & Grill,"Spon Ln, West Bromwich",0121 448 3373,https://thenewflowerpot.takeawaygenie.com/,bar,Monday: 3:00 – 10:00 PM,Tuesday: 3:00 – 10:00 PM,Wednesday: 3:00 – 10:00 PM,Thursday: 3:00 – 10:00 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 10:00 PM
Ye Olde Wine Shoppe,"89 High St, West Bromwich",0121 525 2769,http://www.yeoldewineshoppe-indianrestaurant.co.uk/,restaurant,Monday: 1:00 – 11:00 PM,Tuesday: 1:00 – 11:00 PM,Wednesday: 1:00 – 11:00 PM,Thursday: 1:00 – 11:00 PM,Friday: 1:00 – 11:00 PM,Saturday: 1:00 – 11:00 PM,Sunday: 1:00 – 11:00 PM
McDonald's,"91 All Saints Way, West Bromwich",0121 588 6839,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260623:Clicks:DIRSYN:,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
Paratha Express,"71 Bromford Ln, West Bromwich",0121 679 7946,http://www.parathaexpress.co.uk/,meal_takeaway,Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 8:00 PM,Sunday: 9:00 AM – 8:00 PM
Pepe's,"12 New St, West Bromwich",0121 553 0282,https://www.pepes.co.uk/?utm_source=Google&utm_medium=Yext,meal_takeaway,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 1:00 AM,Saturday: 11:00 AM – 1:00 AM,Sunday: 11:00 AM – 11:00 PM
Thai Curry House Ltd,"20 Narel Sharpe Cl, Smethwick",0121 318 9888,Not Available,meal_delivery,Monday: Closed,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
Fivestar Flavours unique Caribbean takeaway food,"94 High St, West Bromwich",0121 769 1243,Not Available,meal_takeaway,Monday: 12:00 – 8:00 PM,Tuesday: 12:00 – 8:00 PM,Wednesday: 12:00 – 8:00 PM,Thursday: 12:00 – 8:00 PM,Friday: 12:00 – 9:00 PM,Saturday: 12:00 – 9:00 PM,Sunday: 12:00 – 6:00 PM
Jamaica Taste & English Take Away,"51 High St, West Bromwich",0121 553 2288,Not Available,meal_takeaway,Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed
Picantes healthy grill,"1A Carter's Grn, West Bromwich",0121 439 6270,http://www.grillnshake-b70.co.uk/,restaurant,Monday: 5:00 – 11:00 PM,Tuesday: Closed,Wednesday: Closed,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 1:00 – 11:00 PM
LOVELY Food,"Carspares West Bromwich, 5 Carter's Grn, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Haveli Bar & Grill,"89 High St, West Bromwich",0121 525 2769,http://haveli-bar-grill.gaqo.net/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 11:00 PM
West,"Olde Hop Pole, 474 High St, West Bromwich",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Bitez Fast Food,"158 Birmingham Rd, Oldbury",0121 541 1845,https://bitezfastfood.co.uk/,meal_takeaway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
McDonald's,"244, Duchess Parade, High St, Sandwell Centre, West Bromwich",0121 553 0436,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8260053:Clicks:DIRSYN:,restaurant,Monday: 7:00 AM – 7:00 PM,Tuesday: 7:00 AM – 7:00 PM,Wednesday: 7:00 AM – 7:00 PM,Thursday: 7:00 AM – 7:00 PM,Friday: 7:00 AM – 7:00 PM,Saturday: 7:00 AM – 7:00 PM,Sunday: 7:00 AM – 7:00 PM
Chulo Authentic Nepalese Flavours,"5 Carter's Grn, West Bromwich",07707 779191,Not Available,restaurant,Monday: 1:00 – 10:30 PM,Tuesday: 1:00 – 10:30 PM,Wednesday: 1:00 – 10:30 PM,Thursday: 1:00 – 10:30 PM,Friday: 1:00 – 11:00 PM,Saturday: 1:00 – 11:00 PM,Sunday: 1:00 – 11:00 PM
Papa Johal's Pizza,"6 Parsonage St, West Bromwich",0121 588 5952,https://papajohalspizza.co.uk/ukU9,meal_takeaway,Monday: Closed,Tuesday: 4:00 – 10:30 PM,Wednesday: 4:00 – 10:30 PM,Thursday: 4:00 – 10:30 PM,Friday: 4:00 – 10:30 PM,Saturday: 4:00 – 10:30 PM,Sunday: 5:00 – 10:00 PM
McDonald's,"152 Holyhead Rd, West Bromwich, Birmingham",0121 525 2885,https://www.mcdonalds.com/gb/en-gb.html?cid=RF:YEXT:GMB:8261147:Clicks:DIRSYN:,restaurant,Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours
Shree Krishna Vada Pav (SKVP) - West Bromwich,"Unit A2, 1 New St, Cronehills Linkway, West Bromwich",0121 553 1787,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
ROSE PIZZA,"95 High St, West Bromwich",0121 448 5208,https://rosepizza.co.uk/,meal_takeaway,Monday: 12:00 PM – 1:45 AM,Tuesday: 12:00 PM – 1:45 AM,Wednesday: 12:00 PM – 1:45 AM,Thursday: 12:00 PM – 1:45 AM,Friday: 12:00 PM – 1:45 AM,Saturday: 12:00 PM – 1:45 AM,Sunday: 12:00 PM – 12:00 AM
Desi 2,"Waggon and Horses, Oldbury Rd, Smethwick",0121 565 2694,Not Available,restaurant,Monday: 1:00 – 11:00 PM,Tuesday: 1:00 – 11:00 PM,Wednesday: 1:00 – 11:00 PM,Thursday: 1:00 – 11:00 PM,Friday: 1:00 – 11:00 PM,Saturday: 1:00 – 11:00 PM,Sunday: 1:00 – 11:00 PM
Adian's Tropical Fusion,"The Drum, 144 Potters Ln, Aston, Birmingham",07300 210765,http://adiansdining.com/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 5:00 – 10:00 PM,Thursday: 5:00 – 10:00 PM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: Closed
Bhaizans Grill,"46 Lozells Rd, Birmingham",0121 523 5336,http://bhaizansgrillonline.com/V8Zn,restaurant,Monday: 4:00 – 11:30 PM,Tuesday: 4:00 – 11:30 PM,Wednesday: 4:00 – 11:30 PM,Thursday: 4:00 – 11:30 PM,Friday: 4:00 – 11:30 PM,Saturday: 4:00 – 11:30 PM,Sunday: 4:00 – 11:30 PM
Nando's Birmingham - Perry Barr,"Unit 96, One Stop Retail Park, Walsall Rd, Perry Barr, Birmingham",0121 809 8646,https://www.nandos.co.uk/restaurants/birmingham-perry-barr?utm_campaign=websitecta_NA&utm_content=Multi-Chan_GB_NA_NA_NA_all_NA_NA_birmingham-perry-barr&utm_medium=mybusiness&utm_source=google&utm_term=Local,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
ADMAS RESTAURANT,"Unit 3, 136-150 Soho Hill, Hockley, Birmingham",07488 520420,Not Available,restaurant,Monday: 10:00 AM – 12:00 AM,Tuesday: 10:00 AM – 12:00 AM,Wednesday: 10:00 AM – 12:00 AM,Thursday: 10:00 AM – 12:00 AM,Friday: 10:00 AM – 12:00 AM,Saturday: 10:00 AM – 12:00 AM,Sunday: 10:00 AM – 12:00 AM
Nafees Restaurant,"161, 165 Birchfield Rd, Handsworth, Birmingham",0121 554 8700,http://www.nafeesrestaurant.co.uk/,restaurant,Monday: 5:00 PM – 12:00 AM,Tuesday: 5:00 PM – 12:00 AM,Wednesday: 5:00 PM – 12:00 AM,Thursday: 5:00 PM – 12:00 AM,Friday: 5:00 PM – 12:00 AM,Saturday: 5:00 PM – 12:00 AM,Sunday: 5:00 PM – 12:00 AM
Flamingo Coffee Shop & Restaurant,"83 Villa Rd, Handsworth, Birmingham",0121 238 6845,Not Available,restaurant,Monday: 12:00 PM – 12:00 AM,Tuesday: 12:00 PM – 12:00 AM,Wednesday: 12:00 PM – 12:00 AM,Thursday: 12:00 PM – 12:00 AM,Friday: 12:00 PM – 2:00 AM,Saturday: 12:00 PM – 2:00 AM,Sunday: 12:00 PM – 12:00 AM
Burgershack,"202 Trinity Rd, Birmingham",0121 328 6111,https://burgershackofficial.co.uk/X5EF,restaurant,Monday: 3:00 – 11:30 PM,Tuesday: 3:00 – 11:30 PM,Wednesday: 3:00 – 11:30 PM,Thursday: 3:00 – 11:30 PM,Friday: 4:00 – 11:30 PM,Saturday: 3:00 – 11:30 PM,Sunday: 3:00 – 11:30 PM
Red Onion,"458-460 Birchfield Rd, Handsworth, Birmingham",0121 356 5600,https://redoniontakeaway.com/order-now,meal_takeaway,Monday: 11:30 AM – 10:30 PM,Tuesday: 11:30 AM – 10:30 PM,Wednesday: 11:30 AM – 10:30 PM,Thursday: 11:30 AM – 10:30 PM,Friday: 11:30 AM – 10:30 PM,Saturday: 11:30 AM – 10:30 PM,Sunday: 11:30 AM – 10:30 PM
Wait-A-Bit Carribean Cuisine Ltd,"262 Lozells Rd, Lozells, Birmingham",0121 679 4329,https://wait-a-bitcaribbeancuisineltd.co.uk/order-now,meal_takeaway,Monday: Closed,Tuesday: 11:30 AM – 9:30 PM,Wednesday: 11:30 AM – 9:30 PM,Thursday: 11:30 AM – 9:30 PM,Friday: 11:30 AM – 9:30 PM,Saturday: 11:30 AM – 9:30 PM,Sunday: 11:30 AM – 9:30 PM
The Bartons Arms,"144 High St, Aston, Birmingham",0121 333 5988,http://thebartonsarms.com/,bar,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 12:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 12:00 – 10:00 PM
Yellow Yam Caribbean Take Away,"60 Villa Rd, Birmingham",0121 554 4479,Not Available,meal_takeaway,Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: Closed
Nawab Curry Junction,"96 Lozells Rd, Lozells, Birmingham",0121 448 2991,Not Available,meal_takeaway,Monday: 12:00 – 10:00 PM,Tuesday: 12:00 – 10:00 PM,Wednesday: 12:00 – 10:00 PM,Thursday: 12:00 – 10:00 PM,Friday: 12:00 – 10:00 PM,Saturday: 12:00 – 10:00 PM,Sunday: 12:00 – 10:00 PM
Snit Restaurant,"32 Soho Hill, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Burger & Flame,"319 Aston Ln, Handsworth, Birmingham",0121 216 0960,Not Available,restaurant,Monday: 12:00 – 11:00 PM,Tuesday: 12:00 – 11:00 PM,Wednesday: 12:00 – 11:00 PM,Thursday: 12:00 – 11:00 PM,Friday: 2:00 – 11:00 PM,Saturday: 12:00 – 11:00 PM,Sunday: 2:00 – 11:00 PM
Raj Mahal,"291 Witton Rd, Birmingham",07459 792929,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: 11:00 AM – 10:00 PM
Plazzata,"200 Trinity Rd, Birmingham",0121 274 3824,https://plazzata.co.uk/order-now,meal_takeaway,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 4:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
Blue Marlin Perry Barr,"448 Birchfield Rd, Handsworth, Birmingham",0121 356 0129,https://instagram.com/thebluemarlinofficial?igshid=169ifq1y3gfda,restaurant,Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: Closed
African Village Restaurant & Late Bar,"2 Barker St, Lozells, Birmingham",0121 554 3901,http://www.african-village.co.uk/,night_club,Monday: Closed,Tuesday: 2:00 – 11:00 PM,Wednesday: 2:00 – 11:00 PM,Thursday: 2:00 – 11:00 PM,Friday: 2:00 PM – 12:00 AM,Saturday: 2:00 PM – 12:00 AM,Sunday: 2:00 PM – 12:00 AM
Glorious Catering & Restaurant,"18-20 Aston Ln, Aston, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Charlies kitchen,"54 Lozells Rd, Birmingham",0121 551 5600,http://thecharlieskitchen.co.uk/,restaurant,Monday: 9:00 AM – 11:45 PM,Tuesday: 9:00 AM – 11:45 PM,Wednesday: 9:00 AM – 11:45 PM,Thursday: 9:00 AM – 11:45 PM,Friday: 9:00 AM – 11:45 PM,Saturday: 9:00 AM – 11:45 PM,Sunday: 9:00 AM – 11:45 PM
One Stop Lunch Box,"One Stop Shopping Centre, Walsall Rd, Perry Barr, Birmingham",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Apna Roti & Curry Junction,"336 Witton Rd, Handsworth, Birmingham",0121 328 5792,Not Available,restaurant,Monday: 11:30 AM – 10:00 PM,Tuesday: 11:30 AM – 10:00 PM,Wednesday: 11:30 AM – 10:00 PM,Thursday: 11:30 AM – 10:00 PM,Friday: 11:30 AM – 10:00 PM,Saturday: 11:30 AM – 10:00 PM,Sunday: 11:30 AM – 10:00 PM
Boar's Head World Buffet,"340 Aldridge Rd, Birmingham",0121 356 9859,http://boarsheadworldbuffet.co.uk/,restaurant,Monday: Closed,Tuesday: Closed,"Wednesday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Thursday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Friday: 12:00 – 3:00 PM, 5:00 – 10:00 PM","Saturday: 12:00 – 3:00 PM, 5:00 – 10:30 PM",Sunday: 12:30 – 9:00 PM
Shazanz Kebab House,"182a Lozells Rd, Lozells, Birmingham",0121 554 2555,http://www.shazanzkebabhouse.co.uk/,meal_takeaway,Monday: 4:00 – 11:00 PM,Tuesday: 4:00 – 11:00 PM,Wednesday: 4:00 – 11:00 PM,Thursday: 4:00 – 11:00 PM,Friday: 4:00 – 11:00 PM,Saturday: 4:00 – 11:00 PM,Sunday: 4:00 – 11:00 PM
